crash_year,hour_of_day,latitude,longitude
2017,17,39 57:39.950,75 09:34.177
2017,22,40 00:55.141,75 10:11.543
2017,18,39 59:11.992,75 15:02.255
2017,15,39 57:01.836,75 10:02.485
2017,15,39 57:36.903,75 10:53.814
2017,12,40 03:48.698,75 10:11.388
2017,7,40 02:10.662,75 04:18.319
2017,15,39 57:29.829,75 09:50.647
2017,12,40 03:09.294,75 09:08.338
2017,20,39 55:05.264,75 09:38.912
2017,8,40 04:33.512,75 10:36.605
2017,8,40 01:54.231,75 10:43.900
2017,6,39 56:18.139,75 11:54.693
2017,99,40 01:46.986,75 12:22.772
2017,7,39 57:24.850,75 11:58.629
2017,3,40 02:20.211,75 06:37.119
2017,16,40 00:00.100,75 13:17.248
2017,12,40 06:44.492,74 59:27.610
2017,3,39 59:36.766,75 09:46.314
2017,7,39 55:39.682,75 11:44.324
2017,9,39 58:53.344,75 07:02.419
2017,2,39 59:53.043,75 04:53.424
2017,12,39 57:17.167,75 11:42.893
2017,13,39 57:36.446,75 10:47.602
2017,18,40 02:42.021,75 11:12.148
2017,6,39 58:06.153,75 07:44.378
2017,18,40 01:04.677,75 06:57.338
2017,19,39 56:51.874,75 09:38.843
2017,9,39 57:28.586,75 09:50.892
2017,18,40 01:43.632,75 03:57.201
2017,1,39 58:57.216,75 12:22.250
2017,18,40 02:33.933,75 00:12.720
2017,1,39 56:34.061,75 13:53.859
2017,7,40 01:01.029,75 11:18.212
2017,19,39 55:22.444,75 09:29.642
2017,23,39 58:55.228,75 12:27.205
2017,5,40 03:21.965,75 09:34.007
2017,13,39 59:33.630,75 10:05.591
2017,12,40 00:11.036,75 09:51.469
2017,14,39 55:05.609,75 12:31.549
2017,18,39 56:08.525,75 10:01.800
2017,9,40 03:54.737,75 10:31.167
2017,10,39 57:46.122,75 09:40.475
2017,10,40 05:57.293,75 01:49.012
2017,19,39 59:35.013,75 05:06.819
2017,2,40 00:12.647,75 04:38.645
2017,15,39 55:51.993,75 13:56.255
2017,99,40 02:26.509,75 07:27.145
2017,21,40 00:55.125,75 12:21.179
2017,23,39 53:59.379,75 09:43.528
2017,22,40 01:48.963,75 02:26.609
2017,18,40 02:10.239,75 05:16.511
2017,14,39 59:10.552,75 06:15.887
2017,7,40 01:25.771,75 05:32.905
2017,15,40 01:11.193,75 02:39.927
2017,23,39 57:36.781,75 13:58.871
2017,12,39 56:27.718,75 13:46.351
2017,99,40 02:47.209,74 59:37.046
2017,0,40 01:42.776,75 08:49.317
2017,2,40 03:11.336,75 02:24.854
2017,22,40 02:27.297,75 11:14.370
2017,18,39 57:15.182,75 10:40.988
2017,17,39 56:19.395,75 14:04.795
2017,17,40 00:15.566,75 08:57.213
2017,16,40 02:04.088,75 03:11.192
2017,13,40 03:34.290,75 14:05.842
2017,7,39 59:22.353,75 06:01.224
2017,17,39 58:09.083,75 11:04.017
2017,99,39 59:08.466,75 14:51.084
2017,18,40 04:40.775,75 01:25.271
2017,15,39 59:27.154,75 05:28.375
2017,3,40 00:07.542,75 04:11.722
2017,8,39 57:48.100,75 11:14.764
2017,15,40 01:37.274,75 04:32.136
2017,7,39 57:28.549,75 09:44.252
2017,2,39 56:40.832,75 11:29.162
2017,8,39 59:49.350,75 10:42.861
2017,19,40 01:37.269,75 04:31.638
2017,11,39 58:48.424,75 12:18.915
2017,10,39 59:01.026,75 14:49.382
2017,6,39 58:15.132,75 11:34.938
2017,18,40 03:12.351,75 00:30.527
2017,11,40 01:31.774,75 07:31.582
2017,12,40 00:31.800,75 10:37.800
2017,19,39 59:45.240,75 09:11.836
2017,14,40 01:31.965,75 09:00.351
2017,15,39 58:21.476,75 13:03.992
2017,13,39 56:18.900,75 11:54.432
2017,11,39 58:20.769,75 08:20.104
2017,23,39 55:56.688,75 12:00.029
2017,22,39 57:53.673,75 13:28.432
2017,14,39 54:57.588,75 09:52.288
2017,17,39 54:07.750,75 14:49.138
2017,3,39 55:05.454,75 14:48.778
2017,2,40 08:03.639,75 00:33.065
2017,9,40 01:34.725,75 01:37.955
2017,11,40 00:54.888,75 10:11.461
2017,8,40 00:27.922,75 12:06.523
2017,16,40 00:42.487,75 08:03.551
2017,18,40 01:31.746,75 07:20.688
2017,9,40 02:32.362,75 01:32.162
2017,18,39 57:11.994,75 11:01.450
2017,13,39 54:43.163,75 09:01.850
2017,8,40 02:07.979,75 01:01.357
2017,14,39 59:11.933,75 08:47.141
2017,7,40 02:14.724,75 00:46.783
2017,9,39 57:28.424,75 09:43.307
2017,15,39 54:33.787,75 09:40.120
2017,14,39 57:25.886,75 09:31.375
2017,8,39 56:00.144,75 10:52.122
2017,18,40 02:58.479,75 05:44.227
2017,8,39 57:31.046,75 13:23.120
2017,13,40 04:27.539,75 02:05.367
2017,10,39 59:06.324,75 09:52.851
2017,18,40 02:03.403,75 04:28.523
2017,15,40 02:07.082,75 04:14.554
2017,10,39 57:01.075,75 09:50.237
2017,1,40 00:30.894,75 10:10.635
2017,12,39 58:24.142,75 12:15.058
2017,18,39 55:25.914,75 11:07.915
2017,18,39 58:36.490,75 06:50.038
2017,13,40 02:42.531,75 03:37.166
2017,23,39 59:17.890,75 15:14.288
2017,99,39 57:47.678,75 09:15.051
2017,0,39 59:35.462,75 06:24.912
2017,19,39 54:53.780,75 14:15.367
2017,23,39 53:52.008,75 12:41.426
2017,17,40 06:11.826,74 59:59.575
2017,16,39 59:42.820,75 14:02.389
2017,10,40 01:01.890,75 09:04.075
2017,14,40 03:40.050,75 14:10.506
2017,16,39 57:25.886,75 09:31.375
2017,14,40 00:47.390,75 10:49.073
2017,12,40 01:27.483,75 09:40.489
2017,14,40 00:01.702,75 07:10.610
2017,12,39 57:30.285,75 08:55.471
2017,12,39 55:05.590,75 12:31.635
2017,4,40 00:32.488,75 05:23.689
2017,0,39 58:27.381,75 11:39.298
2017,22,39 54:36.800,75 09:24.200
2017,11,39 59:40.673,75 05:40.311
2017,4,40 00:27.922,75 12:06.523
2017,15,39 59:10.687,75 06:42.883
2017,7,39 56:12.386,75 09:35.812
2017,16,40 00:54.079,75 08:06.611
2017,10,40 01:07.055,75 09:59.463
2017,21,40 03:22.903,75 04:30.486
2017,10,40 02:13.150,75 02:25.298
2017,21,40 05:55.040,74 59:08.378
2017,9,39 54:50.666,75 14:37.578
2017,18,40 00:53.983,75 10:13.382
2017,2,39 57:40.707,75 10:57.376
2017,18,39 55:56.620,75 12:00.013
2017,19,40 00:35.858,75 06:30.170
2017,20,39 55:30.581,75 11:35.978
2017,16,39 58:58.328,75 08:32.808
2017,16,40 02:25.164,75 03:30.735
2017,16,40 01:19.179,75 08:21.063
2017,15,39 55:35.036,75 11:40.610
2017,6,40 07:45.170,75 01:29.764
2017,21,40 04:13.376,75 09:26.221
2017,7,40 02:12.142,75 02:27.052
2017,10,39 55:48.038,75 14:36.104
2017,1,39 59:06.393,75 06:24.813
2017,5,40 00:28.710,75 06:17.348
2017,18,39 59:35.991,75 06:01.091
2017,8,39 57:24.735,75 09:18.287
2017,11,40 03:31.505,75 07:54.259
2017,23,39 57:48.773,75 11:02.560
2017,19,39 55:05.167,75 09:02.609
2017,2,40 01:26.590,75 11:08.775
2017,23,40 02:35.830,75 03:08.014
2017,99,40 02:25.008,75 01:52.825
2017,23,40 04:14.962,75 09:39.806
2017,7,40 01:57.914,75 04:52.254
2017,17,40 02:21.930,75 04:38.559
2017,99,40 00:00.323,75 08:36.670
2017,8,40 00:36.075,75 05:46.053
2017,13,39 54:26.218,75 11:16.282
2017,16,39 59:17.897,75 15:14.312
2017,1,40 00:33.840,75 06:58.514
2017,7,39 57:03.000,75 09:13.200
2017,9,39 57:24.012,75 11:52.849
2017,21,40 05:36.611,74 58:48.599
2017,1,40 01:37.415,75 01:33.048
2017,11,39 58:08.141,75 07:40.528
2017,9,40 02:25.164,75 03:30.735
2017,99,39 55:23.516,75 13:13.854
2017,17,39 59:27.011,75 07:51.262
2017,12,40 02:21.994,75 06:34.415
2017,13,40 01:48.428,75 08:37.006
2017,19,39 59:49.970,75 07:09.559
2017,17,39 58:15.113,75 14:57.159
2017,15,40 01:36.153,75 07:02.268
2017,20,39 53:34.421,75 14:07.898
2017,19,39 59:57.433,75 07:59.772
2017,23,39 59:50.150,75 10:48.932
2017,14,40 05:15.217,75 12:51.464
2017,0,40 00:45.493,75 09:01.812
2017,16,40 00:55.051,75 08:13.761
2017,16,39 54:19.867,75 10:26.839
2017,15,39 53:16.619,75 12:13.246
2017,12,40 05:53.804,75 02:49.788
2017,6,40 00:33.245,75 04:44.896
2017,21,39 58:38.913,75 09:21.510
2017,0,39 56:42.547,75 08:31.306
2017,3,40 00:12.647,75 04:38.645
2017,99,40 06:27.381,75 02:30.804
2017,7,40 01:00.671,75 03:02.750
2017,8,40 03:50.306,75 03:34.568
2017,7,39 56:45.998,75 11:21.462
2017,18,40 01:24.909,75 09:12.315
2017,6,39 56:17.010,75 11:55.632
2017,7,40 04:27.630,75 11:12.950
2017,18,39 58:33.632,75 14:21.793
2017,21,40 02:44.293,75 07:42.485
2017,14,40 02:06.741,75 08:23.971
2017,5,39 57:02.336,75 14:49.844
2017,5,39 59:52.345,75 11:45.209
2017,12,40 00:50.174,75 03:20.262
2017,9,39 57:41.729,75 09:16.202
2017,17,40 00:09.410,75 10:03.698
2017,13,39 55:43.955,75 14:07.857
2017,17,40 02:00.300,75 06:03.700
2017,10,39 57:28.549,75 09:44.252
2017,18,40 00:18.697,75 06:33.848
2017,18,39 57:34.005,75 14:21.353
2017,19,39 54:50.370,75 08:53.821
2017,23,39 56:58.601,75 11:03.293
2017,21,40 00:33.248,75 11:48.769
2017,16,40 00:34.441,75 03:56.634
2017,7,39 56:34.263,75 09:31.045
2017,15,39 58:56.323,75 09:00.046
2017,11,39 55:44.367,75 13:46.560
2017,2,39 59:50.669,75 04:55.143
2017,11,39 54:47.100,75 14:35.859
2017,3,39 57:33.015,75 10:50.095
2017,7,40 04:02.316,75 00:31.866
2017,19,40 00:15.188,75 08:55.136
2017,13,39 58:37.056,75 11:16.389
2017,20,40 02:06.425,75 04:10.216
2017,15,39 57:26.421,75 09:30.721
2017,0,40 05:23.179,75 01:13.596
2017,99,39 58:26.067,75 10:41.729
2017,6,40 01:19.290,75 07:41.854
2017,10,39 57:00.529,75 08:45.253
2017,17,40 00:56.437,75 08:24.334
2017,16,40 01:59.794,75 08:45.599
2017,4,40 01:39.133,75 03:44.544
2017,14,39 56:37.683,75 13:22.061
2017,13,39 57:31.834,75 12:22.607
2017,8,39 59:54.668,75 09:55.007
2017,21,39 56:14.385,75 08:38.438
2017,18,39 53:40.138,75 14:14.437
2017,5,40 00:47.721,75 05:50.811
2017,7,40 03:42.317,75 03:21.839
2017,11,39 53:26.402,75 13:15.284
2017,7,40 02:07.796,75 05:23.359
2017,10,39 57:05.915,75 09:26.978
2017,14,40 06:03.323,75 01:46.661
2017,6,39 58:05.009,75 07:48.174
2017,14,40 04:30.369,75 00:05.500
2017,0,39 55:24.795,75 11:29.685
2017,9,39 58:04.238,75 09:36.548
2017,0,39 58:47.559,75 06:21.559
2017,8,39 57:32.256,75 14:07.331
2017,10,39 57:27.991,75 09:40.055
2017,13,39 57:22.298,75 11:13.018
2017,19,39 56:35.698,75 08:35.085
2017,16,40 00:03.367,75 08:51.994
2017,21,40 03:03.758,75 05:53.505
2017,2,40 01:25.078,75 07:18.912
2017,17,40 00:37.460,75 04:45.357
2017,7,40 00:26.140,75 12:01.468
2017,21,40 00:23.928,75 04:25.403
2017,14,40 07:54.116,75 00:44.359
2017,7,40 00:27.805,75 12:06.191
2017,16,39 57:50.413,75 11:04.481
2017,11,40 03:04.400,75 09:00.800
2017,9,39 57:35.903,75 10:42.866
2017,18,40 02:24.358,75 00:21.514
2017,1,40 02:19.769,75 08:12.842
2017,19,39 58:03.371,75 14:44.469
2017,4,39 54:48.719,75 08:54.244
2017,11,39 52:44.591,75 14:58.055
2017,1,40 00:55.770,75 08:59.574
2017,15,39 58:34.046,75 11:43.985
2017,11,40 04:13.704,75 09:18.759
2017,0,39 55:46.192,75 10:36.364
2017,23,40 02:25.798,75 03:31.964
2017,7,40 04:12.898,75 09:05.523
2017,15,40 05:40.347,75 00:54.154
2017,18,39 57:22.453,75 11:38.974
2017,16,39 59:44.433,75 07:09.649
2017,14,39 56:01.679,75 08:43.008
2017,9,40 00:44.188,75 03:35.089
2017,99,39 55:49.384,75 13:07.311
2017,0,40 02:28.170,75 11:13.577
2017,19,40 01:26.022,75 02:22.308
2017,18,39 55:33.970,75 09:15.026
2017,19,40 00:31.066,75 12:38.913
2017,3,39 55:43.726,75 08:46.225
2017,99,40 00:36.248,75 05:53.244
2017,12,39 57:58.884,75 09:55.854
2017,1,40 01:21.165,75 07:57.964
2017,99,40 00:45.378,75 08:26.717
2017,17,40 01:17.150,75 11:36.563
2017,22,39 58:28.762,75 07:03.620
2017,3,39 57:21.895,75 09:41.436
2017,16,39 56:59.017,75 13:15.470
2017,16,39 56:25.713,75 11:43.758
2017,16,40 06:03.834,75 02:18.704
2017,3,39 58:14.434,75 07:28.864
2017,17,40 02:25.164,75 03:30.735
2017,18,39 58:16.341,75 13:57.957
2017,0,39 59:56.995,75 11:55.578
2017,8,39 58:03.576,75 13:48.302
2017,5,40 00:05.763,75 09:10.529
2017,11,39 57:38.885,75 10:54.280
2017,1,39 59:18.971,75 12:24.634
2017,22,40 06:43.694,74 59:26.387
2017,9,40 03:37.434,74 59:25.565
2017,17,39 58:03.810,75 08:58.387
2017,12,40 02:18.700,75 11:23.400
2017,99,39 58:38.380,75 16:22.364
2017,22,39 58:10.002,75 11:31.708
2017,7,39 57:02.157,75 08:28.706
2017,20,39 57:59.300,75 11:13.674
2017,15,39 59:11.485,75 09:28.427
2017,13,40 01:32.172,75 04:20.352
2017,12,40 06:40.143,75 01:27.353
2017,13,40 04:05.572,75 00:20.042
2017,23,39 56:45.381,75 11:22.389
2017,8,39 57:35.943,75 10:46.677
2017,19,39 58:06.276,75 07:44.002
2017,19,40 02:30.129,75 05:17.978
2017,18,39 54:04.270,75 09:09.391
2017,16,39 59:53.303,75 10:42.000
2017,13,39 58:30.316,75 11:41.875
2017,20,40 00:24.267,75 04:42.484
2017,3,39 54:47.615,75 08:54.520
2017,21,40 02:17.804,75 00:38.272
2017,21,39 58:31.402,75 11:41.066
2017,16,40 01:53.934,75 12:27.524
2017,11,40 05:10.090,75 02:43.050
2017,13,39 59:57.978,75 11:42.656
2017,1,40 01:39.813,75 08:10.082
2017,18,40 05:13.701,75 02:26.839
2017,14,39 58:12.300,75 13:11.000
2017,1,39 59:16.562,75 10:06.675
2017,17,40 03:25.264,75 05:35.815
2017,18,40 02:31.445,75 11:32.993
2017,13,40 01:50.200,75 06:05.500
2017,1,40 02:21.230,75 10:39.416
2017,23,40 04:19.304,75 12:40.132
2017,9,39 56:34.598,75 13:36.458
2017,10,39 58:41.054,75 12:06.357
2017,22,39 56:45.718,75 13:31.580
2017,9,40 00:11.940,75 07:48.710
2017,11,40 01:35.940,75 07:40.094
2017,14,39 57:27.857,75 09:39.048
2017,10,40 01:12.144,75 02:34.944
2017,19,40 02:21.314,75 11:30.256
2017,6,39 58:12.277,75 11:22.045
2017,15,39 57:03.709,75 11:57.591
2017,2,39 56:18.835,75 11:54.454
2017,14,40 00:07.772,75 12:40.104
2017,0,40 00:24.873,75 11:55.302
2017,18,40 00:40.035,75 06:17.351
2017,23,39 59:32.243,75 12:05.028
2017,12,40 01:59.097,75 02:15.067
2017,17,40 00:31.341,75 11:37.138
2017,15,39 58:44.056,75 06:35.285
2017,18,40 01:38.172,75 07:57.003
2017,4,39 57:49.907,75 11:03.296
2017,18,39 57:12.153,75 08:24.191
2017,19,40 00:29.685,75 05:41.384
2017,9,40 00:55.984,75 11:23.958
2017,10,40 00:00.652,75 04:46.894
2017,10,39 59:27.123,75 06:53.478
2017,20,39 55:38.460,75 10:59.055
2017,0,40 02:06.914,75 01:51.308
2017,2,39 56:08.018,75 11:59.400
2017,10,40 04:51.004,75 02:30.457
2017,5,40 01:24.687,75 08:00.078
2017,7,39 59:25.124,75 13:13.262
2017,11,40 00:08.993,75 09:09.359
2017,9,39 59:47.342,75 06:49.184
2017,2,39 58:29.878,75 13:19.023
2017,8,40 02:32.935,75 00:12.377
2017,2,40 01:29.110,75 08:58.358
2017,17,40 05:43.519,75 03:05.266
2017,20,39 56:44.368,75 14:06.554
2017,20,39 57:49.712,75 14:10.892
2017,16,39 59:30.134,75 07:06.229
2017,17,39 57:34.726,75 10:33.586
2017,14,39 55:06.664,75 14:39.728
2017,0,40 00:35.966,75 12:23.093
2017,19,40 02:46.986,75 03:57.315
2017,20,40 01:06.729,75 02:50.538
2017,21,39 59:15.705,75 12:58.134
2017,4,39 54:39.103,75 08:56.529
2017,23,39 58:14.017,75 11:24.010
2017,9,40 01:39.680,75 04:49.225
2017,11,39 57:33.735,75 13:10.451
2017,11,40 02:19.226,75 00:34.350
2017,22,39 57:37.092,75 08:20.094
2017,17,39 59:45.110,75 11:28.893
2017,4,40 00:11.936,75 10:43.796
2017,21,39 55:02.989,75 10:34.139
2017,15,40 05:48.100,75 01:03.800
2017,15,39 54:51.468,75 10:18.968
2017,2,39 56:03.600,75 14:01.720
2017,18,40 04:44.100,75 13:35.000
2017,18,39 58:25.388,75 09:45.090
2017,17,40 01:15.985,75 07:13.792
2017,0,39 53:29.072,75 14:13.179
2017,11,39 56:17.458,75 13:13.048
2017,4,39 58:32.031,75 11:26.776
2017,13,40 03:15.451,75 04:17.588
2017,14,40 02:42.691,75 06:03.048
2017,11,40 03:30.277,75 02:36.497
2017,9,40 01:39.836,75 06:35.867
2017,11,39 59:13.275,75 10:27.811
2017,23,39 56:38.700,75 11:30.918
2017,12,40 01:40.344,75 03:36.560
2017,9,40 03:32.450,75 10:44.147
2017,9,39 57:04.287,75 13:58.047
2017,10,40 00:28.314,75 10:20.141
2017,16,39 59:38.714,75 11:33.085
2017,0,40 01:17.591,75 03:16.669
2017,3,40 00:12.647,75 04:38.645
2017,15,40 00:06.858,75 07:06.103
2017,9,39 58:15.733,75 09:20.582
2017,5,39 55:16.878,75 10:33.690
2017,7,40 00:22.251,75 10:14.969
2017,99,40 00:47.862,75 12:17.893
2017,2,39 55:56.906,75 13:28.606
2017,8,40 08:08.775,75 00:40.914
2017,11,40 04:39.591,75 01:53.718
2017,99,39 58:57.848,75 08:29.040
2017,17,39 57:52.333,75 11:15.860
2017,21,40 02:00.002,75 05:14.143
2017,21,39 58:09.487,75 09:21.931
2017,16,40 00:52.747,75 10:42.441
2017,6,39 58:45.526,75 06:25.250
2017,18,40 01:49.532,75 03:40.512
2017,21,39 56:23.027,75 13:31.850
2017,0,39 59:35.076,75 12:01.571
2017,12,39 54:52.080,75 14:13.348
2017,14,40 01:14.866,75 08:29.617
2017,20,39 58:22.319,75 10:13.214
2017,22,40 00:27.617,75 08:19.804
2017,18,40 01:41.707,75 05:05.272
2017,21,40 02:02.446,75 05:24.381
2017,13,40 04:51.077,75 01:43.585
2017,0,39 57:34.515,75 10:41.759
2017,20,40 02:35.916,75 01:22.326
2017,13,39 59:36.996,75 06:45.655
2017,10,40 00:32.473,75 04:06.611
2017,9,40 02:06.512,75 06:29.945
2017,12,39 57:07.790,75 11:32.276
2017,11,40 00:31.970,75 04:06.649
2017,6,39 58:36.293,75 11:51.328
2017,19,40 06:31.161,75 03:15.325
2017,11,39 57:48.108,75 11:14.703
2017,12,39 55:23.664,75 13:21.273
2017,15,39 57:13.579,75 13:41.545
2017,16,39 58:59.553,75 09:24.974
2017,8,40 00:30.805,75 11:36.278
2017,10,40 03:44.832,74 59:13.249
2017,13,40 02:40.301,75 11:35.235
2017,8,39 57:59.464,75 11:14.628
2017,13,39 55:02.828,75 10:35.854
2017,10,39 54:26.287,75 11:16.317
2017,13,40 02:23.875,75 12:49.895
2017,16,39 56:46.716,75 09:34.207
2017,7,39 59:42.771,75 11:30.646
2017,2,39 56:30.713,75 13:31.922
2017,0,39 57:36.382,75 10:47.033
2017,8,39 58:12.616,75 09:34.731
2017,23,39 56:30.910,75 10:29.840
2017,16,39 56:42.770,75 08:33.662
2017,12,40 01:31.355,75 04:23.942
2017,17,39 58:47.465,75 08:34.342
2017,12,39 57:14.937,75 09:39.750
2017,17,40 02:14.229,75 05:01.571
2017,16,39 59:16.496,75 10:56.062
2017,1,40 00:54.330,75 08:08.025
2017,10,40 00:04.562,75 11:41.927
2017,22,39 57:14.855,75 12:09.299
2017,16,39 57:52.743,75 14:12.638
2017,22,39 58:33.471,75 12:23.530
2017,6,39 58:47.245,75 12:17.098
2017,21,39 59:05.614,75 09:47.123
2017,18,39 56:50.773,75 13:13.519
2017,22,39 59:38.150,75 09:16.063
2017,12,39 58:38.700,75 12:22.600
2017,18,39 56:40.462,75 14:46.856
2017,20,39 59:10.948,75 10:52.849
2017,99,40 01:13.580,75 11:32.806
2017,1,39 58:09.130,75 09:42.022
2017,15,40 02:31.754,75 07:50.235
2017,0,40 01:59.200,75 06:04.700
2017,22,39 57:13.093,75 11:55.559
2017,12,39 59:30.821,75 08:17.989
2017,23,39 58:10.450,75 12:43.530
2017,17,39 56:50.027,75 11:15.362
2017,17,39 57:41.314,75 08:59.310
2017,12,39 58:01.155,75 13:48.481
2017,2,39 57:27.029,75 13:47.659
2017,8,40 01:34.840,75 05:50.934
2017,18,40 03:12.697,75 03:17.939
2017,10,39 55:53.683,75 10:01.638
2017,10,39 55:13.444,75 13:58.396
2017,14,40 02:34.678,75 00:12.197
2017,18,39 54:14.563,75 14:24.409
2017,10,40 00:19.857,75 06:19.237
2017,23,40 01:25.700,75 07:55.238
2017,11,40 02:45.969,75 13:03.664
2017,1,39 58:37.999,75 11:53.818
2017,0,39 59:40.376,75 08:33.399
2017,99,39 59:59.964,75 08:25.794
2017,20,40 00:59.817,75 08:49.848
2017,9,40 01:06.232,75 08:12.411
2017,1,39 53:58.516,75 10:29.059
2017,15,39 58:13.810,75 14:03.170
2017,16,40 03:16.354,75 08:55.712
2017,17,39 58:02.982,75 13:55.046
2017,16,40 00:19.863,75 10:59.939
2017,14,39 59:16.184,75 10:50.095
2017,14,40 02:04.877,75 01:07.089
2017,21,39 58:14.083,75 10:24.108
2017,2,39 59:08.069,75 05:37.374
2017,10,40 02:00.881,75 10:55.445
2017,11,39 58:23.467,75 07:11.987
2017,3,40 01:58.795,75 04:09.334
2017,22,39 56:28.421,75 12:33.849
2017,99,40 06:27.134,74 59:51.624
2017,20,40 00:46.060,75 03:30.198
2017,2,39 57:16.866,75 11:40.431
2017,8,39 53:10.822,75 12:46.815
2017,9,40 05:49.711,75 01:05.375
2017,22,40 02:28.231,75 02:55.164
2017,10,40 00:32.211,75 04:07.779
2017,0,40 03:24.501,75 09:38.472
2017,13,39 57:28.831,75 09:49.229
2017,14,40 03:47.001,75 09:43.405
2017,15,40 02:59.977,75 07:28.699
2017,17,39 55:00.970,75 12:57.138
2017,16,40 01:44.004,75 01:23.016
2017,20,39 54:22.370,75 14:50.855
2017,17,39 59:12.061,75 05:29.717
2017,7,39 59:56.930,75 11:43.850
2017,18,39 57:20.664,75 12:11.217
2017,19,39 59:13.200,75 08:14.500
2017,7,40 01:44.844,75 05:23.694
2017,23,40 05:15.133,74 58:16.083
2017,99,39 56:18.056,75 09:41.144
2017,14,39 58:55.362,75 12:27.299
2017,10,40 01:57.099,75 11:23.212
2017,19,40 01:04.031,75 04:43.168
2017,19,40 01:20.611,75 04:31.533
2017,1,39 59:35.656,75 05:06.362
2017,7,40 02:03.641,75 05:32.194
2017,16,40 01:20.995,75 02:13.088
2017,14,40 04:17.608,75 09:27.532
2017,10,39 54:25.858,75 09:13.554
2017,15,40 01:08.796,75 02:46.366
2017,7,40 00:47.439,75 04:13.514
2017,9,40 04:58.033,75 02:16.189
2017,1,40 05:43.598,75 02:15.018
2017,16,39 58:15.113,75 14:57.159
2017,21,39 57:49.822,75 11:03.217
2017,14,40 01:57.150,75 01:10.261
2017,19,40 03:02.424,75 03:03.355
2017,15,39 55:11.280,75 09:16.131
2017,7,39 58:09.900,75 09:47.600
2017,19,40 07:54.302,75 00:46.707
2017,16,40 00:43.300,75 03:33.070
2017,23,39 56:46.665,75 09:10.832
2017,5,39 57:34.816,75 14:50.653
2017,16,40 03:32.450,75 10:44.147
2017,10,40 04:57.115,74 59:13.376
2017,17,40 00:32.994,75 04:01.002
2017,17,39 59:59.343,75 13:10.070
2017,1,39 59:40.391,75 09:33.775
2017,8,39 54:49.676,75 14:10.316
2017,15,39 56:13.675,75 13:14.552
2017,1,39 59:14.915,75 10:50.371
2017,0,40 02:02.874,75 04:53.547
2017,16,40 02:01.415,75 09:39.766
2017,8,40 02:28.262,75 07:35.439
2017,8,39 57:20.601,75 10:50.529
2017,15,39 58:43.280,75 14:58.891
2017,19,39 57:35.800,75 10:42.069
2017,99,39 54:49.884,75 08:55.624
2017,15,39 57:31.310,75 13:36.786
2017,13,40 03:29.932,75 03:09.160
2017,1,39 57:34.005,75 08:27.414
2017,17,40 03:11.500,75 04:50.030
2017,10,39 59:00.961,75 05:50.436
2017,16,40 05:06.591,75 02:12.103
2017,16,40 00:11.510,75 09:08.812
2017,17,39 55:05.839,75 12:32.264
2017,10,39 57:09.028,75 12:33.361
2017,14,39 59:30.393,75 13:02.145
2017,11,39 58:58.980,75 08:12.150
2017,10,39 58:59.020,75 05:54.711
2017,16,40 02:20.893,75 01:48.133
2017,14,40 04:02.812,75 09:36.705
2017,21,39 59:10.687,75 06:42.883
2017,15,40 00:54.888,75 10:11.461
2017,20,39 56:11.000,75 11:43.962
2017,13,39 58:47.812,75 09:19.414
2017,8,40 02:26.595,75 01:48.479
2017,8,40 01:50.254,75 03:54.022
2017,99,39 55:35.252,75 13:59.106
2017,8,40 04:23.306,75 11:21.255
2017,9,40 02:17.558,75 11:24.246
2017,9,40 03:14.351,75 02:56.006
2017,20,39 59:28.871,75 08:02.884
2017,6,40 01:51.218,75 05:34.900
2017,17,39 53:56.372,75 10:41.648
2017,15,40 01:42.391,75 09:12.945
2017,23,40 01:41.959,75 06:27.666
2017,20,39 56:29.570,75 09:49.531
2017,17,40 07:14.437,75 00:37.681
2017,8,40 01:12.717,75 02:38.433
2017,11,40 00:05.002,75 11:40.651
2017,11,39 53:17.502,75 13:00.868
2017,14,39 55:55.927,75 11:59.805
2017,9,40 00:54.463,75 12:27.076
2017,21,39 59:35.083,75 08:52.393
2017,13,40 04:02.287,75 03:33.217
2017,16,39 57:32.251,75 10:17.456
2017,9,40 00:25.334,75 11:59.206
2017,12,40 06:18.735,74 59:36.274
2017,23,40 04:55.408,75 10:43.957
2017,10,39 55:20.402,75 11:12.114
2017,9,39 56:22.672,75 08:37.422
2017,22,40 00:44.009,75 09:01.745
2017,99,39 53:30.990,75 14:30.862
2017,9,39 58:27.212,75 13:34.880
2017,15,39 57:18.079,75 13:40.609
2017,2,40 00:50.891,75 07:40.212
2017,12,40 03:42.886,75 09:47.382
2017,14,40 00:16.936,75 09:08.069
2017,22,40 04:26.082,75 04:39.292
2017,18,39 55:04.447,75 10:45.458
2017,16,40 00:14.047,75 08:57.044
2017,20,39 54:17.148,75 10:05.864
2017,18,40 00:41.869,75 09:46.863
2017,19,40 03:34.482,75 01:04.124
2017,12,39 58:13.918,75 08:12.469
2017,15,40 03:34.337,75 09:55.640
2017,20,39 55:20.608,75 11:12.911
2017,19,40 02:55.939,75 04:26.025
2017,16,40 00:08.500,75 10:17.400
2017,16,40 02:03.403,75 04:28.523
2017,12,40 05:03.472,75 13:18.465
2017,18,39 57:34.816,75 14:50.653
2017,17,39 58:33.970,75 10:53.295
2017,0,39 59:55.583,75 04:50.677
2017,23,39 58:06.999,75 13:14.343
